;Tamaina;Eraikitzailea;ILS;ILS time;EDA;EDA time
0;100;0.032657545776718595;0.08574699989941556;13.915997743606567;0.08830604080519386;39.939738512039185
1;100;0.006346230150771754;0.061968190634046044;14.399308443069458;0.06515511292917314;37.94333791732788
2;100;0.019448896008649033;0.0747123315904868;13.161121606826782;0.0765240856535119;35.440141439437866
3;100;0.02927068876891435;0.07354789701387633;13.610382795333862;0.07410141996841772;39.20624375343323
4;100;0.00974820567851609;0.07654892322198492;14.370903253555298;0.0747384033238529;36.92781734466553
5;100;0.02638474843708443;0.06518133893315084;15.431561946868896;0.06705264145226651;47.424832344055176
6;100;0.02855811281377871;0.07998514682551192;14.772268533706665;0.08262163157833029;39.12705993652344
7;100;0.031895911767083465;0.07380537466469282;14.051498174667358;0.07520028953508391;38.28846716880798
8;100;0.0003164090244605318;0.08291999094122968;14.523775577545166;0.08662032583187342;47.0112943649292
9;100;0.01786037152065776;0.0588796929891412;13.981841087341309;0.06093766294833354;46.67817139625549
10;100;0.01163524380001839;0.07647765019941019;15.023021459579468;0.07938287435769431;43.759071350097656
11;100;0.0030434506263078307;0.052082684111176045;13.656543731689453;0.05438008205962374;41.2042498588562
12;100;0.020773309209523555;0.08114803869600606;16.113892793655396;0.08137913607223321;49.70996046066284
13;100;-0.00027105346464025015;0.08190273052811767;16.749335289001465;0.08423067405766882;50.17645263671875
14;100;0.0042037198964042;0.05319667219778233;16.969391345977783;0.05654588717634797;49.05157542228699
15;100;-0.00107310637452338;0.07210793512488824;15.31467580795288;0.07514922596263318;42.9600670337677
16;100;0.028519390890258674;0.0758304849836072;16.961244583129883;0.07596716874551458;65.02931356430054
17;100;0.033853760099325586;0.08714222331102991;16.118894338607788;0.0864251735081569;48.24209499359131
18;100;-0.001821473111558015;0.06850185957795263;14.96967363357544;0.06972985364655615;45.97172141075134
19;100;0.005404716607971842;0.06753720544340767;15.341431856155396;0.06920548783761352;42.69285535812378
20;100;0.01288992668443453;0.0738070716414208;15.097797155380249;0.07817200432698211;50.37549018859863
21;100;0.06251292016372431;0.08646960344430737;15.906804323196411;0.08761429138262876;47.436657190322876
22;100;0.015745629976384255;0.07159899637710897;21.750495672225952;0.07249438300703043;47.39490246772766
23;100;0.035575111583933394;0.0915451065670531;16.304105043411255;0.09227820051353602;58.456692934036255
24;100;0.005481697643177012;0.06907975728913213;15.400081157684326;0.0700316069629115;53.85458564758301
25;100;0.008635760298026138;0.06456811325190724;14.779187679290771;0.06494885312141899;47.1591215133667
26;100;0.03343105862344951;0.07698288645251025;13.69329571723938;0.07674376700447819;34.8696973323822
27;100;0.02941524033201504;0.08798685490972394;17.835927724838257;0.09159246764482462;49.37044072151184
28;100;0.024722636867343935;0.07441906315777132;15.084845066070557;0.0738084600769255;42.625255823135376
29;100;-0.0003415551341568088;0.0750936885424451;17.56843113899231;0.07989304727036665;77.59044146537781
30;100;0.037380232010658244;0.09424160258779696;19.978331089019775;0.09490990287739373;68.34334373474121
31;100;0.0030696766302855416;0.062395983040106046;14.74501919746399;0.07073338397523277;53.02947449684143
32;100;0.026981158621659965;0.07083227143728991;22.6924786567688;0.07447429203673615;38.77298355102539
33;100;0.0019135726667032817;0.06948749451567976;15.810838222503662;0.070517713660169;46.5361225605011
34;100;0.0017281393915196835;0.05389690650398727;14.559160947799683;0.05906219512270376;38.97968149185181
35;100;0.015580406151324661;0.08429315365538043;15.317100286483765;0.08308212935405661;42.35769295692444
36;100;0.009158737671464072;0.05808936464574223;13.936462640762329;0.06125438051401734;35.1131010055542
37;100;0.0772709096844302;0.1005204164812848;15.84350848197937;0.09903972715082544;49.784117221832275
38;100;0.003981570215651803;0.085121124028018;17.257404804229736;0.08858233947062966;58.353275299072266
39;100;0.024132706048457016;0.06269326250872401;13.888736009597778;0.0625821876683478;37.16329336166382
40;100;0.007739448044434875;0.05000743584348073;12.928714513778687;0.053465565873859706;36.22445368766785
41;100;-0.00137408833782055;0.06775920085354845;13.555992126464844;0.06625105135421828;42.14678502082825
42;100;0.010492561379648251;0.06616512262353837;15.371190547943115;0.06871490729261864;42.939475774765015
43;100;0.021419703072268377;0.06883446701663469;14.006242752075195;0.0692889482385073;35.32724595069885
44;100;0.0002698192997471812;0.06915473280638607;14.705874681472778;0.06764411497726977;55.67756152153015
45;100;-0.0033731269233688507;0.08868107266207517;15.477113485336304;0.09280657735838112;41.393935680389404
46;100;0.02839597440095179;0.07458243573549131;14.979135751724243;0.07884678398226752;39.50880432128906
47;100;0.032200596225059844;0.08279364331030176;15.023695707321167;0.08480224667377136;40.11632513999939
48;100;0.007579623690782456;0.08076961288566882;15.078705787658691;0.07879494905675863;45.65898299217224
49;100;0.0013855043630814391;0.06318322597127234;14.946614027023315;0.06517578519113204;37.89359474182129
50;100;0.002558269552720131;0.06226161333737316;15.067930459976196;0.06550345597024182;45.585761070251465
51;100;-0.0002712077352518827;0.0625403803325951;13.370092630386353;0.06639282604630958;47.41781449317932
52;100;0.0037901203866144953;0.08231478733179104;15.160324335098267;0.08692932986697553;63.82990288734436
53;100;0.014683476815286861;0.06432652547408901;12.979970216751099;0.064805689993823;41.82559609413147
54;100;0.05966385050807483;0.08188097837187734;13.371668577194214;0.08191399228276691;51.36604285240173
55;100;0.014391288276852805;0.056312784282169584;12.646867990493774;0.05695146461433273;35.41942286491394
56;100;0.004783777396146569;0.06578854806054073;13.168049812316895;0.06682740635928144;53.145254135131836
57;100;0.024628840335470702;0.067366119335106;13.920384407043457;0.06135542776463735;40.4587562084198
58;100;0.026995505788541888;0.06172243754971372;13.915220975875854;0.05982830298007626;39.18084454536438
59;100;0.004961342870136851;0.053083591839454894;12.714046001434326;0.05451368040929844;34.464635133743286
60;100;0.036037152065776054;0.0761265302873321;13.422575950622559;0.07542305629828285;47.70923376083374
61;100;0.015170200594990897;0.07819869314279473;13.282446384429932;0.0808728199248517;38.987953901290894
62;100;0.030932028985596674;0.057949132659767276;13.159901142120361;0.061602569284474384;37.49248504638672
63;100;0.020183995473083173;0.056104673227075845;12.482087850570679;0.058910547111467926;33.60510802268982
64;100;0.05259008015283898;0.08980200292620497;13.553423166275024;0.0920164032855938;63.0392792224884
65;100;0.02890984980830334;0.08340563482665228;13.600357055664062;0.08092619755647693;52.44901919364929
66;100;0.02909080923574956;0.07691037926504248;13.634403705596924;0.0776743273338521;41.02161455154419
67;100;-0.004704173760543625;0.06659322357082162;13.206035614013672;0.07373934684291364;36.42683744430542
68;100;0.01815240578848018;0.07781502213166194;13.298439502716064;0.08152677304756657;42.503602504730225
69;100;0.011369589806785315;0.058565906565078436;13.151778221130371;0.06006325712159424;40.91769099235535
70;100;0.0036497341300279116;0.09019369600914268;13.643532514572144;0.09180736660683025;41.249685287475586
71;100;0.003987123957670613;0.07749244228273607;13.284708023071289;0.07736254642774057;38.535406827926636
72;100;0.008603054928359815;0.08683183084042309;13.955021142959595;0.08969632755723594;41.60943818092346
73;100;-0.001979291947259197;0.06846838285522813;13.150376081466675;0.0703143849940359;68.46771883964539
74;100;0.024949106125222074;0.06708688952804917;13.04133677482605;0.06731397586837384;40.215219497680664
75;100;0.0011412939848654362;0.07293575122691418;13.412710905075073;0.07534268130962174;40.67080354690552
76;100;0.0025184677349186593;0.06675613333670671;12.785479545593262;0.06770366343336034;35.06436800956726
77;100;0.0006203221293787403;0.0816265861332935;13.18502926826477;0.08601064837469741;35.5892059803009
78;100;0.014752127237463816;0.06309745151120405;13.204960823059082;0.06390089285659188;40.77487850189209
79;100;0.015148602709362188;0.060582840541576234;13.231841087341309;0.06350164051368411;64.32490229606628
80;100;0.0018651316946503274;0.05666236148813134;12.748856544494629;0.05766419484008;35.59304189682007
81;100;0.026288483575425063;0.08275461284555846;13.850382804870605;0.08171668017048753;62.25101637840271
82;100;0.001316853940904483;0.06698892768966183;13.166532516479492;0.07006662639175232;39.649476289749146
83;100;-0.0003886076707050588;0.0798280993428689;13.682654857635498;0.08388510788760953;38.03947305679321
84;100;0.008800675581862465;0.06625321114278114;12.625771522521973;0.0688758115405525;35.25599431991577
85;100;0.026712110674970948;0.0851550635625774;13.532185792922974;0.08486750314249236;38.926273345947266
86;100;-0.0030684424653924735;0.05816526578666596;13.245258331298828;0.05928619605079576;38.78334426879883
87;100;0.036485925275018226;0.06488159113474673;12.51697301864624;0.0667032185169164;47.96577310562134
88;100;0.006041391422183743;0.08325846066315382;13.268670797348022;0.09000749138090093;39.48811483383179
89;100;0.010216571255435725;0.06316656474521591;12.802380561828613;0.06600113296337184;40.023324489593506
90;100;0.033898035764864436;0.06514801648103798;13.15674638748169;0.06462997576717232;37.23771286010742
91;100;0.007505110985363421;0.07043764721273114;12.59409475326538;0.071545927286707;34.73443055152893
92;100;0.011286592217726434;0.055211446385717254;12.775058507919312;0.052916825308278966;33.86190223693848
93;100;-0.0012903193957035017;0.05772590308473344;12.454513788223267;0.05899153918257557;37.32095289230347
94;100;-0.003081864008604598;0.07876023816914107;14.306281805038452;0.07990739443724858;44.91265869140625
95;100;0.00033183608562389194;0.06708071870358383;12.643189907073975;0.06888784464825992;57.04619073867798
96;100;0.009031772958089612;0.07742641446095688;12.867260456085205;0.07626475675535581;37.27973675727844
97;100;0.030787785963719252;0.07618469030791797;13.179316520690918;0.07752869587646997;36.165339946746826
98;100;0.01435426333006074;0.08086279233509551;13.15225625038147;0.08224937659245839;40.607670068740845
99;100;0.017657505666359565;0.07366144018403867;12.909343957901001;0.07479100960241995;39.127047061920166
100;100;0.02498150295366513;0.09432922829520483;13.114256381988525;0.09466461260489631;34.004037380218506
101;100;0.011627375998825075;0.06673376409801984;12.431944847106934;0.06508276001231697;35.29658079147339
102;100;0.007865641404751164;0.05363680625277302;12.164785385131836;0.05538623498869813;31.46642541885376
103;100;0.0020797221154326786;0.08485701274090128;13.59149694442749;0.09102752866502235;39.65299153327942
104;100;0.050112031318168326;0.08981974404654282;12.900411367416382;0.0903677132590654;43.84725570678711
105;100;0.003940534232957263;0.06054057039398862;12.650800943374634;0.06280865692622595;34.66558003425598
106;100;0.018858965189762107;0.07937161260304505;12.677980422973633;0.08464797606213774;41.294715881347656
107;100;0.034378588720103125;0.0920035988248282;13.18545913696289;0.09278297395480117;36.23609495162964
108;100;0.023085671407299717;0.07200457381509372;12.89390230178833;0.07473300385244572;51.04833960533142
109;100;0.02896307316931693;0.07236926954099555;13.287371635437012;0.07608040337445365;43.249340295791626
110;100;0.03249448174022186;0.06935127356560727;13.079357862472534;0.07129631743708383;36.01932501792908
