,Tamaina,Eraikitzailea,ILS,ILS time,EDA,EDA time,ILS arrunta,ILS arrunta time
0,200,-0.023248118361349903,0.20044272580126615,37.08294701576233,0.21288773604174935,280.308468580246,0.18825318769364818,30.545904874801636
1,200,0.07144256597691248,0.2069794801574054,40.437501430511475,0.20332388374413538,168.4983651638031,0.22136089511511364,38.13289451599121
2,200,0.03951873122912333,0.22348643560220147,35.2175772190094,0.22310106761434076,226.8464720249176,0.2091846242800962,40.278165102005005
3,200,-0.018673994726413415,0.2079402775266595,36.05716419219971,0.2092586741736803,310.10799050331116,0.2063446565905331,26.30613923072815
4,200,0.02730558971792544,0.2080604543331221,31.578501224517822,0.2166119828771963,270.1742799282074,0.21274333874926024,20.979198217391968
5,200,-0.01671383233499678,0.22042447250249766,20.38253903388977,0.22605442420345456,243.91661834716797,0.17971430933972798,20.48328185081482
6,200,-0.012402585822283957,0.19269093610790056,20.387380838394165,0.19325741779381916,154.6018500328064,0.20330274867034162,22.078263998031616
7,200,0.04541942785349722,0.20593213697502483,21.628634929656982,0.2076951415247737,203.45994877815247,0.18909612231561423,23.58114767074585
8,200,0.0475914037946868,0.1988892207421157,33.85597538948059,0.19755416286903843,147.62007570266724,0.18747365829306356,22.272862672805786
9,200,0.14010085595506158,0.19893318786643127,23.208685636520386,0.18938445408875743,193.6295964717865,0.2101105564911211,23.36742854118347
10,200,-0.005058687626077658,0.2196938468858009,21.474064111709595,0.21304200665338296,241.74773979187012,0.17926461050681597,23.20825481414795
11,200,0.02780357525227873,0.1839158694475693,25.810656309127808,0.18120595188361333,125.80010771751404,0.18980175609322636,27.814430475234985
12,200,0.09424715632981576,0.1961228401343018,25.100212335586548,0.19886484598547757,140.02318263053894,0.2190482243761142,20.482890367507935
13,200,0.09429019783046153,0.2219623962298731,22.139967679977417,0.2107123661471038,158.31772136688232,0.21117008705182072,26.20870018005371
14,200,0.039793950000277675,0.22504888835682668,24.98050022125244,0.21958092079808506,140.07010555267334,0.2042726480056821,24.421922206878662
15,200,0.03714975171687764,0.21139377943868948,25.042402744293213,0.20956412998471485,124.01475262641907,0.20494819901402564,22.798474311828613
16,200,0.12234801105071247,0.22172667073529695,24.894880294799805,0.22919521958570316,133.14431858062744,0.19505806437280665,23.790831327438354
17,200,0.08704796396732177,0.20540499429507278,23.615001678466797,0.197294988241494,211.7909893989563,0.20431476388265804,22.765090465545654
18,200,-0.01753162084726654,0.21789458874231812,21.175856828689575,0.21456913143794404,153.10782432556152,0.2120804379310707,24.69668197631836
19,200,0.09042448484414656,0.2182595930094432,25.02144718170166,0.2214162782646901,151.658460855484,0.20699814690141305,22.96993899345398
20,200,0.000456332469212211,0.20326541518232627,20.613559246063232,0.20951800307183646,165.84423542022705,0.19980697661072405,21.499815464019775
21,200,0.057063156537155456,0.21176973691924056,24.400393962860107,0.21285981306104362,152.86583805084229,0.19986004570112598,26.047088861465454
22,200,0.031804429294384734,0.19404095823030626,27.684613704681396,0.20253417248318295,176.11521244049072,0.18980191036383798,22.035669088363647
23,200,0.10986289045120451,0.19443743370220468,25.26554560661316,0.19355006914408812,244.43014860153198,0.19966890441331195,23.13757872581482
24,200,0.045468640178608355,0.21071344604138523,23.06202006340027,0.2028147907257445,169.8912262916565,0.21174057977364183,20.777936220169067
25,200,0.12019547320658873,0.22372956608613603,21.045514345169067,0.21880648232768438,221.14644932746887,0.20253355540073642,20.642067909240723
26,200,0.1141451340889302,0.20540607418935422,21.438881397247314,0.20321203755070105,132.6931116580963,0.17648249429661547,20.326190948486328
